116.402858,39.931411,8,354,96
116.402815,39.931484,0,0,78
116.402815,39.931484,0,0,59
116.402653,39.931584,5,358,56
116.402651,39.931607,0,358,51
116.402636,39.931678,11,358,50
116.402606,39.931856,19,343,51
116.402578,39.931897,19,333,51
116.402487,39.931977,21,314,51
116.402352,39.932026,23,291,50
116.402174,39.932038,29,271,50
116.398512,39.932109,38,268,48
116.394751,39.932100,50,269,47
116.390832,39.932062,0,268,45
116.390832,39.932062,0,268,41
116.390674,39.932033,0,0,40
116.390443,39.932044,0,0,41
116.390364,39.932053,14,268,45
116.390145,39.932025,16,253,45
116.390076,39.931987,12,233,46
116.390055,39.931956,13,209,46
116.390040,39.931911,18,196,46
116.390159,39.929858,28,178,42
116.390193,39.929134,13,176,40
116.390158,39.927096,20,200,41
116.390104,39.927055,21,218,42
116.390043,39.927025,22,229,44
116.389978,39.927012,23,243,45
116.389903,39.927004,22,258,46
116.389730,39.927005,29,270,46
116.387592,39.926966,21,253,49
116.387486,39.926922,18,241,51
116.387403,39.926855,18,218,51
116.387366,39.926794,13,205,51
116.387362,39.926746,19,186,51
116.387379,39.926670,16,174,52
116.387380,39.926110,11,188,51
116.387368,39.926019,0,182,54
116.387368,39.926019,0,182,62
116.387320,39.925806,15,172,62
116.387490,39.923233,41,177,48
116.387580,39.922046,0,183,50
116.387580,39.922046,0,183,50
116.387533,39.921892,12,169,49
116.387639,39.921795,14,120,48
116.387703,39.921784,20,104,48
116.387888,39.921778,30,90,47
116.392386,39.921930,40,91,42
116.394806,39.922013,34,86,38
116.395568,39.922007,8,101,40
116.395636,39.922000,12,97,41
116.395949,39.922021,14,88,44
116.396431,39.922038,31,78,45
116.396633,39.922108,33,60,46
116.396823,39.922223,38,49,46
116.397503,39.922721,29,60,42
116.397685,39.922777,30,72,40
116.397892,39.922802,33,84,38
116.398821,39.922779,36,98,37
116.399913,39.922724,19,111,34
116.399957,39.922693,19,132,34
116.399991,39.922655,19,143,34
116.400003,39.922610,21,166,35
116.400141,39.919618,32,178,44
116.399986,39.918545,10,265,53
116.399917,39.918546,13,268,57
116.399098,39.918467,12,267,54
116.398591,39.918469,11,273,52
116.398199,39.918473,0,0,51
116.398042,39.918438,0,0,44
116.398042,39.918438,0,0,52
116.398042,39.918438,0,0,53
116.398042,39.918438,0,0,48
116.398042,39.918438,0,0,46
116.398042,39.918438,0,0,49
116.398042,39.918438,0,0,47
116.398042,39.918438,0,0,49
116.398042,39.918438,0,0,51
116.397963,39.918493,0,0,45
116.397963,39.918493,0,0,42
116.397963,39.918493,0,0,43
116.397963,39.918493,0,0,43
116.397963,39.918493,0,0,52
116.397963,39.918493,0,0,53
116.397963,39.918493,0,0,53
116.397963,39.918493,0,0,49
116.397970,39.918432,2,223,44
116.397430,39.918436,11,272,47
116.396582,39.918305,12,180,54
116.396649,39.917265,14,175,64
116.396689,39.915877,7,170,65
116.396702,39.915822,11,8,53
116.396602,39.918040,37,359,42
116.396382,39.921234,35,357,32
116.396349,39.921506,0,346,38
116.396399,39.921637,12,5,41
116.396438,39.921902,14,18,42
116.396494,39.921972,17,36,42
116.397572,39.922757,31,62,39
116.397760,39.922809,30,76,39
116.398535,39.922849,2,0,41
116.398673,39.922816,11,95,41
116.398852,39.922853,11,77,42
116.401780,39.922906,22,89,43
116.403987,39.922913,0,0,43
116.404013,39.922915,0,89,49
116.404085,39.922912,12,95,49
116.407388,39.922842,32,89,46
116.407852,39.922844,12,88,46
116.408063,39.922876,11,72,48
116.409097,39.922878,4,87,48
116.409451,39.922875,2,0,47
116.409474,39.922872,0,0,49
116.409552,39.922874,0,0,51
116.409552,39.922874,0,0,51
116.409552,39.922874,0,0,51
116.409552,39.922874,0,0,53
116.409888,39.922859,0,0,52
116.409910,39.922871,2,89,53
116.409988,39.922874,0,0,50
116.409988,39.922874,0,0,52
116.409991,39.922886,0,0,51
116.409991,39.922886,0,0,50
116.409991,39.922886,0,0,48
116.410125,39.922872,15,89,47
116.411083,39.922888,13,86,43
116.413230,39.922892,27,90,35
116.414015,39.922908,0,0,47
116.414322,39.922996,9,77,69
116.414243,39.923139,11,298,75
116.414151,39.923149,12,282,77
116.413278,39.923157,0,0,75
116.413278,39.923157,0,0,59
116.413278,39.923157,0,0,51
116.413278,39.923157,0,0,55
116.413278,39.923157,0,0,53
116.413278,39.923157,0,0,53
116.413278,39.923157,0,0,46
116.413278,39.923157,0,0,46
116.413278,39.923157,0,0,118
116.413278,39.923157,0,0,116
116.413427,39.923106,0,0,72
116.413372,39.923093,12,257,59
116.412236,39.923063,0,0,61
116.412235,39.923059,0,0,63
116.412235,39.923059,0,0,90
116.412110,39.922924,16,264,104
116.407394,39.922909,49,270,76
116.405083,39.922945,3,258,58
116.405005,39.922948,11,268,57
116.401997,39.922939,37,269,46
116.398904,39.922900,38,270,45
116.397612,39.922827,26,250,43
116.397472,39.922758,24,237,44
116.397089,39.922467,13,224,39
116.396433,39.922094,20,228,37
116.396382,39.921994,21,201,37
116.396381,39.921938,22,183,37
116.396397,39.921800,28,172,37
116.396464,39.921145,11,350,33
116.396519,39.921879,15,20,33
116.396596,39.921965,26,35,33
116.397596,39.922708,37,60,33
116.397851,39.922775,42,79,33
116.399960,39.922814,22,102,33
116.400057,39.922752,18,132,32
116.400089,39.922708,19,147,33
116.400119,39.922585,27,170,34
116.400227,39.919739,31,179,37
116.400142,39.918452,11,266,46
116.399627,39.918478,2,0,51
116.399621,39.918479,0,0,55
116.399621,39.918479,0,0,52
116.399621,39.918479,0,0,50
116.399621,39.918479,0,0,52
116.399621,39.918479,0,0,52
116.399480,39.918467,2,264,57
116.399434,39.918456,0,0,48
116.399434,39.918456,0,0,40
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,47
116.399434,39.918456,0,0,49
116.399434,39.918456,0,0,44
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,41
116.399434,39.918456,0,0,39
116.399434,39.918456,0,0,43
116.399434,39.918456,0,0,44
116.399434,39.918456,0,0,41
116.399434,39.918456,0,0,29
116.399434,39.918456,0,0,34
116.399434,39.918456,0,0,39
116.399434,39.918456,0,0,36
116.399434,39.918456,0,0,31
116.399434,39.918456,0,0,29
116.399434,39.918456,0,0,28
116.399434,39.918456,0,0,32
116.399434,39.918456,0,0,36
116.399434,39.918456,0,0,38
116.399434,39.918456,0,0,39
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,40
116.399434,39.918456,0,0,38
116.399434,39.918456,0,0,35
116.399434,39.918456,0,0,35
116.399434,39.918456,0,0,37
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,42
116.399434,39.918456,0,0,37
116.399434,39.918456,0,0,36
116.399434,39.918456,0,0,35
116.399434,39.918456,0,0,34
116.399434,39.918456,0,0,34
